Strata,BETA,SEBeta,RR,Low95%CI,Upper95%CI,BETA,SEBeta,RR,Low95%CI,Upper95%CI,BETA,SEBeta,RR,Low95%CI,Upper95%CI,BETA,SEBeta,RR,Low95%CI,Upper95%CI
Air Pollutant:,AQHI,,IQR=1,,,CO,,IQR=0.1,,,O3,,IQR=12.8,,,PM2.5,,IQR=6.5,,
Cold Male,0.01597351,0.01025227,1.016101769,0.99588754,1.036726,0.06178027,0.07017658,1.00619715,0.992452047,1.020133,-0.001691375,0.001260532,0.97858307,0.948120356,1.010025,0.002158983,0.001123934,1.01413232,0.999714511,1.028758
Age 0-10 All,0.036023522,0.008899028,1.036680231,1.018755136,1.054921,0.15164776,0.07202331,1.015280345,1.001048757,1.029714,-0.000723339,0.001071344,0.990783991,0.964508516,1.017775,0.003844279,0.001084163,1.025302626,1.011238257,1.039563
Age 0-10 Female,0.037057877,0.012372895,1.037753081,1.012889364,1.063227,0.1728579,0.09973413,1.017436054,0.997740457,1.03752,-0.000610585,0.001486624,0.992214974,0.955890501,1.02992,0.003133505,0.001505198,1.020576621,1.00119227,1.040336
Age 0-10 Male,0.03530644,0.01089128,1.035937113,1.01405742,1.058289,0.13634218,0.08831446,1.013727588,0.99633133,1.031428,-0.000800683,0.001311169,0.989803597,0.957774083,1.022904,0.004379695,0.001327865,1.028877104,1.011617988,1.046431
Age 11-60 All,0.001978278,0.0062463,1.001980236,0.98978803,1.014323,0.09567084,0.0547589,1.009612995,0.998835019,1.020507,-0.001014701,0.000747819,0.98709581,0.968749266,1.00579,0.000352519,0.000776212,1.002294001,0.992431221,1.012255
Age 11-60 Female,-0.002246626,0.00811532,0.997755896,0.982011114,1.013753,0.09058279,0.07127341,1.009099429,0.995100731,1.023295,-0.0015785,0.000969817,0.979997949,0.95644158,1.004134,0.000153702,0.001005714,1.000999562,0.988255775,1.013908
Age 11-60 Male,0.006469116,0.008431305,1.006490086,0.989994153,1.023261,0.10156996,0.07380105,1.010208753,0.995701256,1.024928,-0.000418024,0.001011441,0.994663582,0.969741499,1.020226,0.000565401,0.001050938,1.003681868,0.990333183,1.01721
Age 60+All,-0.002531833,0.011153905,0.997471369,0.97590163,1.019518,-0.08047476,0.09998393,0.991984818,0.972734281,1.011616,0.00170196,0.001328965,1.022024116,0.988510528,1.056674,-0.000237066,0.001397096,0.998460258,0.980845885,1.016391
Age 60+ Female,-0.01056732,0.01453232,0.989488318,0.961701981,1.018077,-0.1598303,0.1297832,0.984144021,0.959425571,1.009499,0.001533197,0.001730456,1.019818756,0.976491964,1.065068,-0.001259165,0.001826613,0.99184883,0.969033959,1.015201
Age 60+ Male,0.008156644,0.016658267,1.00819,0.975803974,1.041651,0.02820031,0.1500691,1.002824011,0.973756981,1.032759,0.001873203,0.001987037,1.024266758,0.974458072,1.076621,0.001081378,0.002077113,1.007053718,0.98075415,1.034059
All: LAG 6,0.005657228,0.005074468,1.00567326,0.995720454,1.015726,-0.0313058,0.0437811,0.996874315,0.988356639,1.005465,0.001172354,0.000610238,1.015119288,0.999696526,1.03078,0.000540321,0.000629431,1.003518261,0.995503276,1.011598
Female,0.004668682,0.006459571,1.004679597,0.992039775,1.01748,-0.04720063,0.05591535,0.995291059,0.984442811,1.006259,0.00154136,0.00077476,1.019925319,1.000292272,1.039944,0.000501221,0.000800333,1.003263249,0.993085709,1.013545
Male,0.006633611,0.006533201,1.006655662,0.993847541,1.019629,-0.01580911,0.05617547,0.998420338,0.987487636,1.009474,0.000804994,0.000787965,1.010357191,0.990580105,1.030529,0.000579366,0.000811253,1.003772979,0.993452048,1.014201
Warm All,0.005681707,0.006392745,1.005697879,0.993175321,1.018378,0.01969171,0.07298544,1.001971111,0.987739801,1.016407,0.001043474,0.00075995,1.013446063,0.994307108,1.032953,0.000740411,0.00088887,1.004824271,0.993509622,1.016268
Warm Female,0.005802776,0.008389992,1.005819645,0.989414813,1.022496,-0.02737526,0.09574457,0.997266218,0.978726089,1.016158,0.001367452,0.000993839,1.017657468,0.992597487,1.04335,0.001042354,0.001166809,1.006798305,0.991942789,1.021876
Warm Male,0.005598022,0.008429567,1.00561372,0.98913552,1.022366,0.06642033,0.09623956,1.00666414,0.987853451,1.025833,0.000720538,0.001005893,1.009265548,0.984114569,1.035059,0.000450939,0.001171785,1.002935403,0.988074245,1.01802
Cold All,0.006503503,0.008115007,1.006524697,0.990642149,1.022662,-0.05880644,0.0562403,0.994136613,0.983238324,1.005156,0.001458608,0.001005452,1.01884556,0.993466837,1.044873,0.00034308,0.000894304,1.002232508,0.990878443,1.013717
Cold Female,0.004607739,0.010071895,1.004618371,0.984980756,1.024648,-0.05710878,0.07016665,0.994305398,0.98072465,1.008074,0.001726103,0.001245166,1.022340001,0.990897079,1.054781,9.16E-05,0.001108044,1.000595577,0.986569919,1.014821
Cold Male,0.008440929,0.010239022,1.008476654,0.988439785,1.02892,-0.06047265,0.07061359,0.993970983,0.980308924,1.007823,0.00119538,0.001271871,1.015418522,0.983529314,1.048342,0.000598129,0.001130313,1.003895406,0.989542713,1.018456
Age 0-10 All,0.02587698,0.008919228,1.026214696,1.008430632,1.044312,-0.04402239,0.07245438,0.995607437,0.981568676,1.009847,0.002297206,0.001074257,1.02984081,1.002456289,1.057973,0.002256823,0.001093103,1.014777472,1.000743494,1.029008
Age 0-10 Female,0.032332562,0.012336684,1.032860938,1.008185985,1.05814,-0.02192233,0.10042801,0.997810168,0.978361424,1.017646,0.002760975,0.001485828,1.035972377,0.9980659,1.075319,0.002799278,0.001504144,1.01836185,0.99903298,1.038065
Age 0-10 Male,0.02093895,0.01095247,1.021159708,0.999472248,1.043318,-0.06146685,0.08877128,0.993872167,0.976729185,1.011316,0.001957989,0.00131861,1.025378958,0.992013038,1.059867,0.001837003,0.001347003,1.012012092,0.994793303,1.029529
Age 11-60 All,-0.00544145,0.006226798,0.994573328,0.982508804,1.006786,-0.02653397,0.05497598,0.99735012,0.986661074,1.008155,0.000532473,0.000747753,1.006838934,0.988127073,1.025905,-0.00050564,0.000776683,0.996718735,0.986904895,1.00663
Age 11-60 Female,-0.005920111,0.008080621,0.994097378,0.978476872,1.009967,-0.04756551,0.07110898,0.995254743,0.981479736,1.009223,0.000391702,0.000966661,1.005026376,0.98094606,1.029698,-0.000436786,0.00100718,0.997164917,0.984451563,1.010042
Age 11-60 Male,-0.00493592,0.008410927,0.995076242,0.97880647,1.011616,-0.003649668,0.074517566,0.9996351,0.98514109,1.014342,0.000680754,0.001014161,1.008751726,0.983409543,1.034747,-0.000576763,0.001049887,0.996258059,0.983021271,1.009673
Age 60+All,0.003980516,0.011057848,1.003988449,0.982462734,1.025986,-0.01833911,0.10099183,0.99816777,0.978603905,1.018123,0.001250102,0.001339954,1.016130012,0.982538785,1.05087,0.000705291,0.001379912,1.004594916,0.987088392,1.022412
Age 60+ Female,-0.004179641,0.01435927,0.995829082,0.968193021,1.024254,-0.1019546,0.1311694,0.989856338,0.964732264,1.015635,0.003585604,0.00173424,1.046965239,1.00238997,1.093523,-0.000180163,0.001791517,0.998829626,0.976290605,1.021889
Age 60+ Male,0.0153457,0.01663169,1.01546405,0.982895558,1.049112,0.09782138,0.1518121,1.00983014,0.980225106,1.040329,-0.001967693,0.00202421,0.975128063,0.92684415,1.025927,0.001939039,0.00207663,1.012683516,0.986242992,1.039833
All: LAG 7,0.012010801,0.005101207,1.01208322,1.002014462,1.022253,0.01624031,0.04400453,1.00162535,0.993023592,1.010302,4.98E-05,0.000609554,1.000637643,0.985451812,1.016057,0.001161393,0.000630832,1.00757762,0.999512374,1.015708
Female,0.006804141,0.006501262,1.006827342,0.994079265,1.019739,-0.06088664,0.0561226,0.993929834,0.98305649,1.004923,0.000569958,0.000775613,1.007322139,0.987910555,1.027115,0.000630609,0.000803451,1.004107371,0.993881786,1.014438
Male,0.017155709,0.006544902,1.017303713,1.004337079,1.030438,0.09197397,0.05636597,1.009239823,0.998151378,1.020451,-0.000467634,0.000782856,0.994032164,0.974699553,1.013748,0.001688091,0.000809748,1.011033011,1.000656617,1.021517
Warm All,0.011376879,0.006489586,1.011441842,0.998658191,1.024389,0.006279084,0.074524201,1.000628106,0.986118415,1.015351,0.000704919,0.000759814,1.009063793,0.990010975,1.028483,0.001552177,0.000903826,1.010140218,0.998575423,1.021839
Warm Female,0.008481463,0.008534168,1.008517533,0.991788395,1.025529,-0.05520651,0.09759479,0.99449456,0.975652082,1.013701,0.000362456,0.000995936,1.004650216,0.97985899,1.030069,0.001415535,0.001191295,1.009243437,0.994041701,1.024678
Warm Male,0.01419685,0.00849388,1.014298104,0.997551847,1.031325,0.06685066,0.09784421,1.006707461,0.987585307,1.0262,0.001042807,0.000997004,1.013437411,0.988402865,1.039106,0.001682799,0.001180469,1.010998234,0.995907416,1.026318
Cold All,0.013079464,0.008100454,1.013165374,0.997206483,1.02938,0.02143008,0.05614937,1.002145306,0.991176886,1.013235,-0.000944088,0.001007361,0.987988396,0.963332165,1.013276,0.000918196,0.000889137,1.00598612,0.994655004,1.017446
Cold Female,0.005566747,0.010036912,1.00558227,0.985993417,1.02556,-0.06068374,0.06995643,0.993950001,0.980414503,1.007672,0.000717141,0.001249585,1.009221665,0.978073769,1.041362,0.0001283,0.00110054,1.000834298,0.986899637,1.014966
Cold Male,0.02064652,0.01022441,1.020861134,1.00060686,1.041525,0.10195625,0.07042194,1.010247777,0.996399422,1.024289,-0.002603532,0.001268948,0.967223958,0.936917004,0.998511,0.001723461,0.001123153,1.011265479,0.996898347,1.02584
Age 0-10 All,0.033334062,0.008919623,1.033895867,1.015977904,1.05213,0.08434374,0.07200373,1.008470044,0.994337734,1.022803,-0.000201493,0.001066678,0.997424213,0.971086309,1.024476,0.002993156,0.00108971,1.019646006,1.005588164,1.0339
Age 0-10 Female,0.035132305,0.012333849,1.035756736,1.011018219,1.061101,0.0401393,0.09907817,1.004021997,0.984712665,1.02371,-0.000168993,0.001478268,0.997839227,0.9615104,1.035541,0.002576955,0.001504666,1.016891279,0.997583687,1.036573
Age 0-10 Male,0.031929766,0.010981681,1.03244499,1.010459999,1.054908,0.11868568,0.08884766,1.011939279,0.994469775,1.029716,-0.000231406,0.001308963,0.997042386,0.964832025,1.030328,0.003313256,0.001342179,1.021769741,1.004446661,1.039392
Age 11-60 All,-0.000438713,0.006266096,0.999561383,0.987360299,1.011913,-0.03971343,0.05539936,0.996036532,0.9852798,1.006911,0.000188232,0.000746788,1.002412274,0.9838065,1.02137,0.000108726,0.000779057,1.000706969,0.990823893,1.010689
Age 11-60 Female,-0.008345992,0.008152283,0.991688739,0.975968989,1.007662,-0.15019302,0.07187846,0.985092925,0.971312062,0.999069,0.00088192,0.000967543,1.011352532,0.9870988,1.036202,-0.000344629,0.001013018,0.997762419,0.984968185,1.010723
Age 11-60 Male,0.007814567,0.00841128,1.00784518,0.991365948,1.024598,0.07757668,0.07459182,1.007787837,0.993161163,1.02263,-0.000550159,0.00100713,0.992982702,0.968207444,1.018392,0.00058332,0.001046638,1.003798777,0.990502798,1.017273
Age 60+All,0.01336607,0.01109449,1.013455795,0.991655877,1.035735,0.05765718,0.10193195,1.005782372,0.985887583,1.026079,5.12E-06,0.001337154,1.000065538,0.967073301,1.034183,0.001173759,0.001380476,1.007658612,0.990091584,1.025537
Age 60+ Female,0.01211653,0.01437804,1.012190233,0.984063916,1.04112,0.05651972,0.13171166,1.005667975,0.980038411,1.031968,0.000609578,0.001736824,1.007833118,0.964861374,1.052719,0.000764035,0.001784661,1.00497858,0.982386608,1.02809
Age 60+ Male,0.01536825,0.01671932,1.015486949,0.982748916,1.049316,0.06042531,0.15414134,1.006060824,0.976120564,1.036919,-0.000796916,0.00200792,0.989851324,0.941222966,1.040992,0.001765764,0.002087245,1.011543585,0.984999608,1.038803
All: LAG 8,0.009307669,0.00511168,1.00935112,0.999289029,1.019515,0.02573822,0.04417161,1.002577137,0.993934655,1.011295,-0.000487916,0.000608724,0.993774137,0.978712847,1.009067,0.000870189,0.000631468,1.005672255,0.997614177,1.013795
Female,0.009691183,0.006498099,1.009738295,0.996959541,1.022681,0.02265434,0.0561735,1.002268002,0.991293551,1.013364,-0.000831706,0.000772085,0.98941063,0.970430098,1.008762,0.000852154,0.000803213,1.00555437,0.995317067,1.015897
Male,0.008947873,0.006565594,1.008988025,0.996086985,1.022056,0.02896276,0.0566917,1.002900474,0.991818356,1.014106,-0.000147498,0.000783331,0.998113807,0.97869015,1.017923,0.000891582,0.000810476,1.005812108,0.995480065,1.016251
Warm All,0.006192814,0.006546578,1.006212029,0.993383507,1.019206,-0.03016767,0.07612582,0.996987779,0.98222249,1.011975,-1.07E-05,0.000760946,0.999863049,0.980956097,1.019134,0.001017428,0.00091029,1.006635198,0.995028586,1.018377
Warm Female,0.008079405,0.008563624,1.008112131,0.991332483,1.025176,0.02606224,0.09967334,1.002609623,0.983212752,1.022389,-0.000629656,0.000990793,0.991972795,0.967619244,1.016939,0.00149322,0.001192872,1.009753185,0.99452379,1.025216
Warm Male,0.004387425,0.00856987,1.004397064,0.98766716,1.02141,-0.08451846,0.09953377,0.99158377,0.972426811,1.011118,0.000605947,0.001000277,1.007786278,0.982810625,1.033397,0.000562354,0.00118968,1.00366199,0.988564664,1.01899
Cold All,0.012006942,0.008041875,1.012079315,0.996251909,1.028158,0.04533754,0.05570424,1.004544047,0.993636059,1.015572,-0.001089999,0.001002495,0.986144891,0.961652056,1.011262,0.000816957,0.000883592,1.005324345,0.994070905,1.016705
Cold Female,0.011915832,0.009965253,1.011987108,0.992412865,1.031947,0.01376338,0.06924482,1.001377286,0.987878419,1.015061,-0.000947695,0.00124424,0.987942782,0.95758002,1.019268,0.000438672,0.001096207,1.002855437,0.988947227,1.016959
Cold Male,0.01218264,0.01016264,1.012257151,0.992293712,1.032622,0.07703172,0.07013545,1.007732918,0.993974848,1.021681,-0.001235709,0.001264525,0.984307358,0.95357092,1.016035,0.001208686,0.001114906,1.007887402,0.993672659,1.022305
Age 0-10 All,0.029393135,0.008884998,1.029829377,1.012050569,1.047921,0.12376802,0.07215479,1.012453712,0.998236021,1.026874,-0.00047151,0.001064593,0.993982848,0.967786439,1.020888,0.002498715,0.001082728,1.01637426,1.002450691,1.030491
Age 0-10 Female,0.02812138,0.01234258,1.028520519,1.003937655,1.053705,0.02377151,0.09952883,1.002379979,0.983015393,1.022126,-0.000686918,0.001473888,0.991245991,0.95526217,1.028585,0.00190682,0.001503849,1.012471458,0.993258123,1.032056
Age 0-10 Male,0.030282112,0.010916947,1.030745279,1.008924484,1.053038,0.20148078,0.08905065,1.020352421,1.002697783,1.038318,-0.00029803,0.001309876,0.996192483,0.963987498,1.029473,0.002938871,0.001329588,1.019286285,1.002166053,1.036699
Age 11-60 All,0.001270385,0.006268846,1.001271192,0.989043907,1.01365,-0.05636984,0.05551806,0.994378874,0.983617159,1.005258,-0.00044493,0.000743261,0.994321082,0.975951842,1.013036,0.000424993,0.000778406,1.002766274,0.992871094,1.01276
Age 11-60 Female,0.004732257,0.008103927,1.004743472,0.988910507,1.02083,0.01242623,0.0714321,1.001243395,0.987322971,1.01536,-0.000932748,0.000958509,0.988131815,0.964653559,1.012181,0.000792825,0.001006615,1.005166664,0.992358434,1.01814
Age 11-60 Male,-0.002338677,0.008461194,0.997664056,0.981255292,1.014347,-0.1298339,0.07530031,0.987100531,0.972639031,1.001777,7.69E-05,0.001005733,1.000984805,0.9760441,1.026563,4.36E-05,0.001050348,1.00028344,0.986987372,1.013759
Age 60+All,-0.002937897,0.011180847,0.997066414,0.97545392,1.019158,0.09579605,0.10187279,1.009625636,0.989666302,1.029988,-0.000800064,0.001338522,0.989811439,0.957124637,1.023615,-0.00090438,0.001396555,0.994138774,0.97660737,1.011985
Age 60+ Female,-0.002141326,0.014454185,0.997860965,0.969988049,1.026535,0.07191605,0.13245179,1.007217527,0.981406094,1.033708,-0.000825744,0.001731703,0.989486138,0.94741838,1.033422,-0.00046042,0.001798597,0.997011744,0.974425848,1.020121
Age 60+ Male,-0.004097011,0.016877324,0.99591137,0.963505998,1.029407,0.1276249,0.1526014,1.012844278,0.982998795,1.043596,-0.000776884,0.002018575,0.990105164,0.941212704,1.041537,-0.001517037,0.002118796,0.990187717,0.963816648,1.01728
All: LAG 9,0.008616932,0.00513353,1.008654165,0.998556256,1.018854,-0.04021945,0.04432686,0.995986132,0.987370421,1.004677,0.000682791,0.000611411,1.008778028,0.993422374,1.024371,0.000332918,0.000634297,1.00216631,0.994100494,1.010298
Female,0.008346607,0.006516289,1.008381537,0.995584458,1.021343,-0.05147727,0.05639134,0.9948655,0.983930092,1.005922,0.000345801,0.000774855,1.004436063,0.985098828,1.024153,0.000787873,0.000804943,1.00513431,0.994879356,1.015495
Male,0.008966688,0.006597178,1.009007009,0.996044065,1.022139,-0.02882828,0.05682863,0.997121323,0.9860766,1.00829,0.001027062,0.000786809,1.013233187,0.993428616,1.033433,-0.000106876,0.000815128,0.999305547,0.988981726,1.009737
Warm All,0.010870527,0.006599547,1.010929826,0.997937545,1.024091,-0.07041026,0.07723223,0.992983704,0.978065593,1.008129,0.001546074,0.000770211,1.019986862,1.000466803,1.039888,0.001054678,0.000911344,1.006878959,0.995256172,1.018637
Warm Female,0.011638681,0.008594781,1.011706674,0.994806444,1.028894,-0.04373135,0.10101299,0.995636413,0.976118114,1.015545,0.001556719,0.001000874,1.020125851,0.99482949,1.046065,0.001450298,0.001186597,1.009471511,0.99432585,1.024848
Warm Male,0.010240299,0.008664639,1.01029291,0.993280285,1.027597,-0.09446678,0.10095002,0.990597802,0.971190265,1.010393,0.0015434,0.00101367,1.019951952,0.994340642,1.046223,0.000687028,0.001196507,1.004475668,0.989280055,1.019905
Cold All,0.004390406,0.008041811,1.004400058,0.988692868,1.020357,-0.03380372,0.05560246,0.996625335,0.985823,1.007546,-0.000242207,0.00099913,0.996904551,0.972226552,1.022209,-0.000208106,0.000888942,0.998648225,0.987402215,1.010022
Cold Female,0.003415023,0.009987019,1.003420861,0.983970331,1.023256,-0.05875881,0.06923993,0.994141348,0.980740964,1.007725,-0.001209683,0.00123922,0.984635318,0.954494409,1.015728,0.000319383,0.001104311,1.002078146,0.988078696,1.016276
Cold Male,0.005325154,0.010146259,1.005339358,0.985543992,1.025532,-0.009745073,0.069962161,0.999025967,0.985420238,1.01282,0.000742164,0.001261815,1.009544965,0.978086942,1.042015,-0.000735607,0.001121144,0.995229967,0.981115764,1.009547
Age 0-10 All,0.023211443,0.008917654,1.023482925,1.005749305,1.041529,0.005892981,0.072394716,1.000589472,0.986491997,1.014888,0.001391803,0.001067363,1.017974713,0.991077123,1.045602,0.001286443,0.001089058,1.008396938,0.994502448,1.022486
Age 0-10 Female,0.02374203,0.01239429,1.024026116,0.999449373,1.049207,-0.08264556,0.1000966,0.991769502,0.972501667,1.011419,0.002247468,0.001478097,1.029185374,0.991719566,1.068067,0.001320452,0.001514698,1.008619877,0.989342879,1.028272
Age 0-10 Male,0.02290412,0.01093666,1.023168433,1.001469345,1.045338,0.07441983,0.08908078,1.007469743,0.990032162,1.025214,0.000759261,0.001311933,1.009765919,0.977071707,1.043554,0.001273029,0.001334225,1.008309018,0.9913146,1.025595
Age 11-60 All,0.004522137,0.0063021,1.004532377,0.992200595,1.017017,-0.12412035,0.05583056,0.987664677,0.976915788,0.998532,0.00101553,0.00074776,1.013083635,0.994255544,1.032268,0.000185973,0.000782115,1.001209555,0.991282896,1.011236
Age 11-60 Female,0.004332876,0.008133045,1.004342276,0.988459219,1.020481,-0.07920724,0.07186712,0.992110562,0.978233701,1.006184,-2.31E-05,0.000963927,0.999704364,0.975818493,1.024175,0.000828706,0.001009094,1.005401123,0.992558557,1.01841
Age 11-60 Male,0.004803349,0.008520234,1.004814904,0.988174172,1.021736,-0.17214302,0.07572849,0.982933018,0.968451295,0.997631,0.002141778,0.001011943,1.027794001,1.002029188,1.054221,-0.000488158,0.001057591,0.996832002,0.983491055,1.010354
Age 60+All,-0.006961413,0.011199878,0.993062762,0.971500812,1.015103,0.1657631,0.1013706,1.016714459,0.996713086,1.037117,-0.002047345,0.001338601,0.974134382,0.94196342,1.007404,-0.001078043,0.001395845,0.993017214,0.975514412,1.010834
Age 60+ Female,-0.002300206,0.01447928,0.997702437,0.969786248,1.026422,0.117262,0.1321775,1.011795221,0.985919481,1.03835,-0.001493826,0.001732647,0.981060673,0.939328876,1.024647,-9.64E-06,0.001792676,0.999937342,0.977358893,1.023037
Age 60+ Male,-0.0134861,0.01690696,0.98660443,0.954446449,1.019846,0.2296448,0.1512705,1.023230194,0.993337754,1.054022,-0.002794497,0.002018149,0.964862609,0.917226456,1.014973,-0.002587803,0.002125857,0.983319959,0.957045698,1.010316
All: LAG 10,0.005902825,0.005165433,1.005920281,0.995787474,1.016156,-0.02934055,0.04470641,0.997070245,0.988371627,1.005845,-0.000299822,0.000615423,0.996169633,0.980907168,1.01167,0.000136436,0.000637472,1.000887227,0.992791547,1.009049
Female,0.01137105,0.00656945,1.011435946,0.99849606,1.024544,0.01063241,0.05681519,1.001063806,0.989978022,1.012274,0.000234717,0.000782102,1.003008895,0.983520303,1.022884,0.000748819,0.000809975,1.004879188,0.994563076,1.015302
Male,0.000580419,0.006627285,1.000580587,0.987667615,1.013662,-0.06865821,0.05739914,0.993157695,0.982047057,1.004394,-0.00082995,0.000790215,0.989432869,0.970010606,1.009244,-0.000459687,0.000818616,0.997016494,0.986672475,1.007469
Warm All,0.007330595,0.006665669,1.00735753,0.994282292,1.020605,0.04538557,0.0781002,1.004548872,0.989288697,1.020044,-3.21E-06,0.000777471,0.999958913,0.98064351,1.019655,0.000860071,0.000918735,1.005606117,0.993904431,1.017446
Warm Female,0.02098851,0.008701676,1.021210318,1.00394097,1.038777,0.1286319,0.101919,1.012946277,0.992912303,1.033384,0.001431363,0.001015578,1.018490314,0.992868179,1.044774,0.002438274,0.001196089,1.015975039,1.000610794,1.031575
Warm Male,-0.006069354,0.008732158,0.993949027,0.977082309,1.011107,-0.03666176,0.10242553,0.996340536,0.976538034,1.016545,-0.001414546,0.001018089,0.982056743,0.957290859,1.007463,-0.000700184,0.00120741,0.995459145,0.980263761,1.01089
Cold All,0.002674109,0.008057828,1.002677688,0.986966448,1.018639,-0.06669366,0.0561161,0.993352825,0.982487044,1.004339,-0.000526228,0.001001837,0.993286916,0.968632685,1.018569,-0.000412586,0.000890461,0.997321784,0.986071628,1.0087
Cold Female,-0.000812792,0.010014587,0.999187538,0.979766126,1.018994,-0.0406129,0.06978207,0.995946946,0.982417827,1.009662,-0.00133624,0.001242233,0.983041569,0.952877416,1.014161,-0.00053426,0.001107847,0.996533333,0.982567082,1.010698
Cold Male,0.00628989,0.01014563,1.006309713,0.986496457,1.026521,-0.09194039,0.07063368,0.990848097,0.977225114,1.004661,0.000279986,0.001263999,1.00359025,0.972264506,1.035925,-0.000273259,0.001120207,0.998225393,0.984080456,1.012574
Age 0-10 All,0.02543576,0.008952293,1.025762009,1.007920468,1.043919,0.003552252,0.073198901,1.000355288,0.98610567,1.014811,0.000638321,0.001074824,1.008203978,0.981380843,1.03576,0.001663902,0.001087779,1.01087406,0.996961684,1.024981
Age 0-10 Female,0.02982794,0.01245325,1.030277249,1.005434282,1.055734,-0.01048428,0.10109062,0.998952121,0.979353921,1.018943,0.000457458,0.001491837,1.005872639,0.968921439,1.044233,0.002602656,0.001509463,1.017061171,0.997689379,1.036809
Age 0-10 Male,0.02219763,0.01097045,1.02244583,1.00069579,1.044669,0.01419702,0.09013448,1.00142071,0.983884609,1.019269,0.000784369,0.00131839,1.010090492,0.977227454,1.044059,0.00097217,0.001334824,1.006339113,0.989370346,1.023599
Age 11-60 All,-0.000313869,0.006353661,0.99968618,0.987314108,1.012213,-0.06632016,0.05632906,0.993389927,0.982482731,1.004418,-0.000269672,0.000754794,0.996554149,0.97786068,1.015605,-0.000270902,0.00078813,0.998240686,0.988267727,1.008314
Age 11-60 Female,0.008051338,0.008220928,1.008083837,0.991970727,1.024459,0.03601954,0.07240723,1.003608449,0.989466012,1.017953,0.000201017,0.000975947,1.002576331,0.978326773,1.027427,0.000411992,0.001018139,1.002681537,0.98975965,1.015772
Age 11-60 Male,-0.009098626,0.008557342,0.990942641,0.974460771,1.007703,-0.17638835,0.07637931,0.982515819,0.967916767,0.997335,-0.000766317,0.001017697,0.990239092,0.965276355,1.015847,-0.000987079,0.001063582,0.993604525,0.980231953,1.00716
Age 60+All,-0.01189454,0.01130206,0.98817592,0.966526485,1.01031,0.0272333,0.1022868,1.002727042,0.98282433,1.023033,-0.00229986,0.001341078,0.970990875,0.938865382,1.004216,-0.001573356,0.001417202,0.989825302,0.972114224,1.007859
Age 60+ Female,-0.006536477,0.014587687,0.993484839,0.965481495,1.0223,-0.03600047,0.13252877,0.996406425,0.970857395,1.022628,2.92E-05,0.001734803,1.00037383,0.957768693,1.044874,-0.001059218,0.001820546,0.99313873,0.970369189,1.016443
Age 60+ Male,-0.01919711,0.01708667,0.980985981,0.948676918,1.014395,0.1120879,0.1537694,1.011271844,0.981248035,1.042214,-0.005451459,0.002020562,0.932600205,0.886503208,0.981094,-0.002299721,0.002156922,0.985162983,0.958460073,1.01261
All: LAG 11,0.004861553,0.005174727,1.00487339,0.994733008,1.015117,-0.04913598,0.04532347,0.995098454,0.986297744,1.003978,-7.43E-05,0.000615876,0.999049412,0.983731646,1.014606,-4.85E-05,0.000638359,0.9996848,0.99158764,1.007848
Female,0.006436356,0.006573657,1.006457114,0.993572732,1.019509,-0.02386593,0.05756909,0.997616253,0.986422877,1.008937,-0.000703305,0.000781704,0.991038095,0.971791801,1.010666,0.000285647,0.000809939,1.00185843,0.991573784,1.01225
Male,0.003334023,0.006647811,1.003339587,0.990351165,1.016498,-0.07366959,0.05822902,0.992660111,0.981395396,1.004054,0.000548915,0.000791616,1.007050853,0.987248054,1.027251,-0.000376173,0.000820941,0.997557862,0.987178986,1.008046
Warm All,0.000980455,0.00665483,1.000980936,0.988009455,1.014123,-0.04316242,0.07876188,0.99569306,0.980440253,1.011183,0.00035295,0.000770195,1.00452798,0.985304161,1.024127,-0.000242352,0.000919821,0.998425952,0.986794165,1.010195
Warm Female,0.003526621,0.008677402,1.003532847,0.986609376,1.020747,0.03040679,0.1028464,1.003045307,0.983028452,1.02347,-0.0001225,0.001005723,0.998433229,0.973556343,1.023946,-0.000224708,0.001198891,0.998540464,0.98340477,1.013909
Warm Male,-0.001590974,0.008733462,0.998410291,0.981465359,1.015648,-0.1151719,0.1031946,0.988548879,0.968755199,1.008747,0.000819607,0.001009349,1.010546193,0.985277868,1.036463,-0.000265913,0.001207734,0.998273058,0.983030663,1.013752
Cold All,0.007061755,0.008105273,1.007086748,0.991214242,1.023213,-0.05424851,0.05700744,0.994589837,0.983538684,1.005765,-0.000674369,0.001014545,0.991405225,0.966489516,1.016963,0.000131877,0.000892063,1.000857568,0.989547331,1.012297
Cold Female,0.007759678,0.010053338,1.007789862,0.988126192,1.027845,-0.04707461,0.07071364,0.995303602,0.981603977,1.009194,-0.001616858,0.001254816,0.979516906,0.949161224,1.010843,0.000660207,0.00110368,1.004300567,0.990278029,1.018522
Cold Male,0.006425025,0.010221991,1.00644571,0.986482121,1.026813,-0.06077803,0.07188222,0.993940629,0.98003527,1.008043,0.000260701,0.001282658,1.003342547,0.971569619,1.036155,-0.000382293,0.001127354,0.99751818,0.983293729,1.011948
Age 0-10 All,0.020310045,0.009006199,1.020517697,1.00266143,1.038692,-0.03353192,0.07449286,0.996652424,0.982206417,1.011311,0.000734963,0.001078811,1.009451916,0.982497299,1.037146,0.000965729,0.00109574,1.006296982,0.992346946,1.020443
