Strata,BETA,SEBeta,RR,Low95%CI,Upper95%CI,BETA,SEBeta,RR,Low95%CI,Upper95%CI,BETA,SEBeta,RR,Low95%CI,Upper95%CI,BETA,SEBeta,RR,Low95%CI,Upper95%CI
Air Pollutant:,AQHI,,IQR=1,,,CO,,IQR=0.1,,,O3,,IQR=12.8,,,PM2.5,,IQR=6.5,,
Age 0-10 Female,0.01307994,0.01249306,1.013165857,0.988658349,1.038281,-0.08163283,0.10214383,0.991869946,0.972209975,1.011927,5.30E-05,0.00149508,1.00067863,0.963839813,1.038925,0.00065199,0.001519631,1.004246928,0.984991602,1.023879
Age 0-10 Male,0.02573967,0.01104238,1.026073796,1.004105008,1.048523,0.003872376,0.092114672,1.000387313,0.982487913,1.018613,0.001255761,0.001323257,1.016203618,0.983021654,1.050506,0.001197871,0.001343264,1.007816552,0.99071634,1.025212
Age 11-60 All,-0.002849893,0.006359585,0.997154164,0.984801994,1.009661,-0.09002144,0.05709611,0.991038254,0.980009531,1.002191,-0.000174733,0.000754668,0.997765917,0.979052812,1.016837,-0.000482856,0.000788573,0.996866356,0.986901557,1.006932
Age 11-60 Female,0.001652402,0.008208575,1.001653768,0.9856673,1.0179,-0.002621173,0.073544948,0.999737917,0.985430254,1.014253,-0.001575641,0.000972296,0.980033813,0.956417097,1.004234,4.11E-05,0.001015111,1.000267186,0.987414504,1.013287
Age 11-60 Male,-0.007536537,0.008586655,0.992491791,0.975928083,1.009337,-0.18259848,0.07725985,0.981905853,0.967148934,0.996888,0.001328708,0.001020179,1.017152913,0.991449973,1.043522,-0.001038192,0.001067788,0.99327447,0.979853834,1.006879
Age 60+All,0.00075077,0.011279166,1.000751052,0.978870038,1.023121,0.07028922,0.10303676,1.007053683,0.986920013,1.027598,-0.001471475,0.001340127,0.981341388,0.948896085,1.014896,-0.000551345,0.001406854,0.996422671,0.978722565,1.014443
Age 60+ Female,0.01198145,0.0145736,1.012053515,0.983553932,1.041379,0.01882448,0.13341104,1.001884221,0.976025939,1.028428,0.000981764,0.001736601,1.01264587,0.969474345,1.05774,0.000624473,0.001809371,1.004067324,0.981186906,1.027481
Age 60+ Male,-0.01464267,0.0170156,0.985464013,0.953140225,1.018884,0.1415921,0.1550297,1.014259926,0.983904331,1.045552,-0.004816886,0.002012543,0.94020613,0.893913004,0.988897,-0.002199246,0.002136234,0.985806591,0.959339051,1.013004
All: LAG 12,0.007286892,0.005153013,1.007313506,0.997190939,1.017539,-0.01389409,0.04525835,0.998611556,0.989792409,1.007509,-0.000694992,0.000613135,0.991143554,0.976014117,1.006508,5.86E-05,0.000635228,1.000380973,0.992317756,1.00851
Female,0.005081732,0.006562125,1.005094666,0.992250153,1.018105,-0.04110921,0.05781389,0.995897517,0.98467618,1.007247,-0.001274854,0.000779962,0.983814288,0.964750444,1.003255,0.000144137,0.000807132,1.00093733,0.990697567,1.011283
Male,0.009489114,0.006610484,1.009534278,0.99653857,1.022699,0.01274129,0.05786612,1.001274941,0.989982878,1.012696,-0.000123634,0.00078724,0.998418736,0.978893142,1.018334,-2.14E-05,0.000816497,0.99986091,0.989514093,1.010316
Warm All,0.001256722,0.006663621,1.001257512,0.988265418,1.01442,0.01694088,0.0787073,1.001695524,0.986361318,1.017268,-0.000321412,0.000763643,0.995894378,0.976996363,1.015158,-0.000327323,0.000919993,0.997874662,0.986247136,1.009639
Warm Female,-0.006413355,0.008713036,0.993607167,0.976782858,1.010721,-0.06040852,0.1029064,0.993977357,0.974130007,1.014229,-0.001352194,0.000998827,0.982840841,0.958518271,1.007781,-0.001355494,0.001203169,0.99122799,0.976149933,1.006539
Warm Male,0.008813063,0.008727056,1.008852012,0.991742317,1.026257,0.0931423,0.1031076,1.009357742,0.989164274,1.029963,0.000691574,0.000999604,1.008891443,0.983905013,1.034512,0.000685859,0.001204785,1.004468036,0.989168213,1.020005
Cold All,0.010641893,0.008004728,1.010698719,0.994965343,1.026681,-0.03353633,0.05678633,0.996651984,0.985620631,1.007807,-0.001183808,0.001011769,0.984961483,0.960274591,1.010283,0.00030887,0.000881629,1.002009672,0.990818115,1.013328
Cold Female,0.015260962,0.009952841,1.015378005,0.995762398,1.03538,-0.03416009,0.0709739,0.996589819,0.982822354,1.01055,-0.001329621,0.001257093,0.983124859,0.952602946,1.014625,0.001209495,0.001091238,1.007892702,0.993977553,1.022003
Cold Male,0.006230132,0.010105898,1.00624958,0.986514329,1.02638,-0.0328519,0.07129943,0.9967202,0.98288822,1.010747,-0.001043656,0.001278257,0.986730036,0.955588681,1.018886,-0.000576515,0.001117144,0.996259665,0.982180909,1.01054
Age 0-10 All,0.01757324,0.00898025,1.017728558,0.99997195,1.0358,-0.0250381,0.07426154,0.997499322,0.98308561,1.012124,-0.000678588,0.001076131,0.991351687,0.964945264,1.018481,0.001202683,0.001093027,1.007848075,0.99391089,1.021981
Age 0-10 Female,0.002842627,0.012494554,1.002846671,0.97858591,1.027709,-0.23715108,0.1033582,0.976563885,0.956979494,0.996549,-0.000277125,0.001491207,0.996459084,0.959868867,1.034444,0.000422536,0.001518655,1.002750259,0.98353586,1.02234
Age 0-10 Male,0.028668394,0.010981691,1.029083288,1.007169861,1.051473,0.134277,0.09070846,1.013518256,0.995658294,1.031699,-0.000968304,0.00131995,0.987682202,0.955510815,1.020937,0.001793609,0.001337962,1.011726683,0.994627307,1.02912
Age 11-60 All,0.003048045,0.006335101,1.003052695,0.990674997,1.015585,-0.01308445,0.05704392,0.998692411,0.987588611,1.009921,-0.000704655,0.000751626,0.99102097,0.972508584,1.009886,-0.000302486,0.000784023,0.998035773,0.98811656,1.008055
Age 11-60 Female,0.005474543,0.008198666,1.005489556,0.989461085,1.021778,0.03620471,0.07373976,1.003627033,0.989225939,1.018238,-0.001731263,0.000972804,0.978083566,0.954501682,1.002248,4.72E-05,0.001010403,1.000306847,0.987512885,1.013267
Age 11-60 Male,0.000476478,0.008544003,1.000476592,0.98386187,1.017372,-0.06552419,0.07702219,0.993469001,0.978583884,1.008581,0.000373185,0.001013326,1.004788195,0.979566106,1.03066,-0.000678083,0.001062152,0.995602159,0.982220596,1.009166
Age 60+All,0.00172161,0.01121827,1.001723093,0.97993778,1.023993,0.02001276,0.10335474,1.00200328,0.981909383,1.022508,-0.000757654,0.001330511,0.990348902,0.957836838,1.023965,-0.000942857,0.001398828,0.993890171,0.976334878,1.011761
Age 60+ Female,0.007841007,0.014528498,1.007871828,0.979576593,1.036984,0.08270399,0.1333323,1.008304693,0.982295861,1.035002,-0.001389199,0.00172795,0.982375415,0.940698536,1.025899,0.000193993,0.0018083,1.00126175,0.978458615,1.024596
Age 60+ Male,-0.006974216,0.016853421,0.993050047,0.960782789,1.026401,-0.06601003,0.15609438,0.993420736,0.963487754,1.024284,8.42E-06,0.001991036,1.000107782,0.95137846,1.051333,-0.002542705,0.002106649,0.983608249,0.95756058,1.010364
All: LAG 13,0.001972633,0.005160216,1.00197458,0.991891661,1.01216,-0.03492916,0.04502976,0.996513177,0.987756816,1.005347,-0.001020463,0.000613331,0.98702301,0.971951693,1.002328,-0.000194539,0.000636758,0.998736296,0.990667025,1.006871
Female,0.000840324,0.006547019,1.000840677,0.988079782,1.013766,-0.03083593,0.05736857,0.996921156,0.985774322,1.008194,-0.001238091,0.000777862,0.984277347,0.965255383,1.003674,-0.000179806,0.000807205,0.998831944,0.9886128,1.009157
Male,0.003086748,0.006641008,1.003091517,0.990119508,1.016233,-0.03913061,0.05771464,0.996094585,0.984890186,1.007426,-0.000803391,0.000789926,0.989769289,0.970347457,1.00958,-0.000209042,0.000820141,0.99864215,0.988262064,1.009131
Warm All,-0.003629814,0.006670564,0.996376766,0.983434621,1.009489,-0.01259613,0.07831429,0.99874118,0.983527959,1.01419,-0.000649665,0.000768711,0.991718768,0.972776297,1.01103,-0.000463699,0.000920128,0.996990494,0.985371576,1.008746
Warm Female,-0.007816143,0.008700116,0.992214324,0.9754383,1.009279,-0.07572499,0.10225654,0.9924561,0.972763022,1.012548,-0.000758396,0.001000367,0.990339497,0.96579404,1.015509,-0.000722381,0.001202728,0.99531553,0.980180803,1.010684
Warm Male,0.000533507,0.008747346,1.000533649,0.983525916,1.017835,0.05018685,0.1025697,1.0050313,0.985028232,1.025441,-0.000544064,0.001010529,0.993060173,0.968200417,1.018558,-0.000199876,0.001204093,0.99870165,0.98349833,1.01414
Cold All,0.004728841,0.00800487,1.00474004,0.989099145,1.020628,-0.04852551,0.05647,0.995159204,0.984205393,1.006235,-0.001641879,0.001002839,0.979203247,0.954874581,1.004152,-4.07E-05,0.00088477,0.999735485,0.988529771,1.011068
Cold Female,0.008307761,0.009928672,1.008342366,0.988909522,1.028157,-0.01063867,0.07045926,0.998936699,0.985236188,1.012828,-0.002266721,0.001246491,0.971402837,0.941495232,1.00226,0.000233147,0.001094517,1.001516604,0.987648226,1.01558
Cold Male,0.00115413,0.01014133,1.001154796,0.981451307,1.021254,-0.08586158,0.07110348,0.991450598,0.977729297,1.005364,-0.001023731,0.001268422,0.986981724,0.956068297,1.018895,-0.00031245,0.001123696,0.997971136,0.983786072,1.012361
Age 0-10 All,0.011131694,0.009030515,1.011193882,0.993453408,1.029251,-0.007635502,0.073714085,0.999236741,0.9849036,1.013778,-0.002473876,0.001074419,0.968830492,0.943064465,0.9953,0.000844384,0.001101474,1.005503585,0.991492116,1.019713
Age 0-10 Female,0.007481438,0.012502007,1.007509494,0.983121568,1.032502,-0.0390013,0.1026298,0.996107466,0.976270508,1.016347,-0.002745636,0.001486047,0.965466243,0.930134492,1.00214,0.000441371,0.001521855,1.002873031,0.983616178,1.022507
Age 0-10 Male,0.0140157,0.01108313,1.01411438,0.99232239,1.036385,0.01586922,0.09006508,1.001588182,0.984062533,1.019426,-0.002247662,0.001320114,0.971639844,0.939987132,1.004358,0.00116428,0.001353669,1.007596528,0.990368757,1.025124
Age 11-60 All,-0.003648046,0.006341675,0.9963586,0.984050828,1.00882,-0.07846479,0.05685253,0.992184224,0.981189591,1.003302,-8.74E-05,0.000752875,0.998881906,0.980191961,1.017928,-0.000895239,0.000786893,0.994197844,0.984280787,1.004215
Age 11-60 Female,-0.001945315,0.00818759,0.998056576,0.982167916,1.014202,-0.04117292,0.07306905,0.995891172,0.981730129,1.010256,-0.000104297,0.00097069,0.998665889,0.974639449,1.023285,-0.00066787,0.001015077,0.995668254,0.982875091,1.008628
Age 11-60 Male,-0.005464157,0.008563846,0.994550744,0.977996395,1.011385,-0.11891125,0.07716079,0.988179295,0.973346992,1.003238,-7.05E-05,0.001018125,0.999098007,0.97390149,1.024946,-0.001140302,0.00106378,0.992615438,0.979253708,1.006159
Age 60+All,0.003306319,0.011233131,1.003311791,0.981463339,1.025647,0.06312407,0.10364984,1.006332372,0.986094624,1.026985,-0.001497793,0.00134172,0.981010859,0.948538574,1.014595,0.000239994,0.00139127,1.001561178,0.983965131,1.019472
Age 60+ Female,-0.000394624,0.014520598,0.999605454,0.971557334,1.028463,0.01588605,0.13425041,1.001589868,0.975578671,1.028295,-0.002589579,0.001740651,0.967396718,0.926060174,1.010578,0.000507379,0.001792968,1.003303408,0.980645306,1.026485
Age 60+ Male,0.008458813,0.016917637,1.00849469,0.975602787,1.042496,0.1281915,0.1556897,1.012901668,0.982459624,1.044287,-6.18E-05,0.002010994,0.999209273,0.950047916,1.050915,-0.000114275,0.002103985,0.999257488,0.972828417,1.026405
All: LAG 14,-0.00142643,0.0051752,0.998574587,0.988496851,1.008755,-0.05871456,0.04484993,0.994145747,0.985444922,1.002923,-0.000468279,0.000612064,0.994023957,0.978876853,1.009405,-0.000470075,0.00063681,0.996949176,0.988893689,1.00507
Female,0.006947976,0.006563189,1.006972169,0.99410159,1.020009,0.007881725,0.056828965,1.000788483,0.989703075,1.011998,-0.00037317,0.000776641,0.995234814,0.976030986,1.014816,0.000250687,0.000806691,1.001630794,0.991389507,1.011978
Male,-0.009698932,0.006656848,0.990347951,0.977510394,1.003354,-0.12470912,0.05775397,0.987606528,0.976490077,0.99885,-0.000566761,0.000787363,0.99277171,0.973353548,1.012577,-0.001181511,0.000820267,0.992349593,0.982033337,1.002774
Warm All,-0.000316677,0.006691299,0.999683373,0.986658179,1.012881,-0.006584814,0.077149285,0.999341735,0.984344107,1.014568,-0.000500877,0.000768851,0.993609282,0.974627279,1.012961,-0.000214696,0.000920174,0.998605449,0.986967132,1.010381
Warm Female,0.01027273,0.008754796,1.010325676,0.993136989,1.027812,0.02916438,0.10083992,1.002920695,0.983292951,1.02294,0.000169252,0.001003078,1.002168774,0.977263661,1.027709,0.000445941,0.001207084,1.002902822,0.987597914,1.018445
Warm Male,-0.010594811,0.008746138,0.989461116,0.972643904,1.006569,-0.04079974,0.10102595,0.995928338,0.976401836,1.015845,-0.001164769,0.001008528,0.985201546,0.96058674,1.010447,-0.000839763,0.001200653,0.994556411,0.979459119,1.009886
Cold All,-0.006861561,0.008026254,0.993161926,0.977660292,1.008909,-0.08733906,0.0565382,0.991304124,0.980379641,1.00235,-0.000493417,0.000999913,0.993704165,0.969086354,1.018947,-0.000761518,0.000885462,0.995062363,0.983900354,1.006351
Cold Female,0.000119709,0.009929562,1.000119716,0.980843628,1.019775,-0.006351379,0.07006986,0.999365064,0.985733909,1.013185,-0.001132147,0.001241638,0.985613015,0.955384219,1.016798,-1.71E-05,0.001092934,0.999888856,0.986062904,1.013909
Cold Male,-0.01389676,0.01020065,0.986199354,0.9666778,1.006115,-0.16812053,0.07171774,0.983328481,0.969602844,0.997248,0.000135652,0.001266343,1.001737854,0.970412862,1.034074,-0.001514855,0.001127921,0.990201761,0.97607459,1.004533
Age 0-10 All,0.011100853,0.009046499,1.011162696,0.993391647,1.029252,-0.02444594,0.07315706,0.997558392,0.983356678,1.011965,-0.000599544,0.001071374,0.992355208,0.966037337,1.01939,0.000889964,0.001100122,1.00580153,0.991802992,1.019998
Age 0-10 Female,0.01428561,0.01247332,1.014388137,0.989889362,1.039493,0.006287515,0.100201594,1.000628949,0.981168804,1.020475,0.000288459,0.00148278,1.0036991,0.967047456,1.04174,0.000938196,0.001515714,1.006116906,0.986874972,1.025734
Age 0-10 Male,0.008619376,0.011133456,1.00865663,0.986884569,1.030909,-0.04872623,0.090474,0.995139229,0.977648063,1.012943,-0.001287723,0.001314311,0.983652245,0.951746759,1.016627,0.000853102,0.00135454,1.005560566,0.988356638,1.023064
Age 11-60 All,-0.009202792,0.006369552,0.990839424,0.978546361,1.003287,-0.09227484,0.05670672,0.990814959,0.979863502,1.001889,-0.000954973,0.000752364,0.987850751,0.969379636,1.006674,-0.001208836,0.000788063,0.992173355,0.98226185,1.002185
Age 11-60 Female,0.004204607,0.008234683,1.004213459,0.988135572,1.020553,0.01221165,0.07283004,1.001221911,0.987031305,1.015617,-0.001266173,0.000970727,0.983923613,0.960250959,1.00818,-0.000144028,0.001017564,0.999064256,0.986196211,1.0121
Age 11-60 Male,-0.023340821,0.008574862,0.976929469,0.960647685,0.993487,-0.204960803,0.076889072,0.979712537,0.965058712,0.994589,-0.000620476,0.001015723,0.992089362,0.967127877,1.017695,-0.002340527,0.00106284,0.984901714,0.971655455,0.998329
Age 60+All,0.000587437,0.011229806,1.00058761,0.978804859,1.022855,-0.02146395,0.1038945,0.997855907,0.977741736,1.018384,0.001613431,0.001333656,1.020866643,0.987274814,1.055601,-0.000590662,0.001390617,0.996168058,0.978674902,1.013974
Age 60+ Female,0.004038443,0.014550839,1.004046608,0.975816033,1.033094,-0.008433293,0.134191285,0.999157026,0.973220288,1.025785,0.001550855,0.001729324,1.020049284,0.976740436,1.065278,0.00047153,0.001788734,1.003069647,0.98046971,1.026191
Age 60+ Male,-0.004138481,0.016904085,0.995870071,0.963415508,1.029418,-0.03878947,0.15704175,0.996128566,0.965934618,1.027266,0.001675479,0.002006346,1.021677752,0.971524223,1.07442,-0.0020849,0.002113682,0.986539563,0.960328219,1.013466
Strata,BETA,SEBeta,RR,Low95%CI,Upper95%CI,BETA,SEBeta,RR,Low95%CI,Upper95%CI,BETA,SEBeta,RR,Low95%CI,Upper95%CI,BETA,SEBeta,RR,Low95%CI,Upper95%CI
Air Pollutant:,AQHIX,,IQR=1.5,,,NO2,,IQR=8.8,,,O3H8,,IQR=19,,,SO2,,IQR=1.2,,
All: LAG 0,-0.01866206,0.003471296,0.972395086,0.962521669,0.98237,-0.003265505,0.000600514,0.971672521,0.961660204,0.981789,-0.001031599,0.000399376,0.980590458,0.966114286,0.995284,-0.007106887,0.003151879,0.991507998,0.984184909,0.998886
Female,-0.015211108,0.004427111,0.97744167,0.964802011,0.990247,-0.002767459,0.000765825,0.975940518,0.963134134,0.988917,-0.000726568,0.000508839,0.986290057,0.967776646,1.005158,-0.007975895,0.004031698,0.990474583,0.981126745,0.999911
Male,-0.022065,0.004471136,0.967444229,0.954810259,0.980245,-0.003756812,0.000773797,0.967480562,0.954653916,0.98048,-0.001331063,0.000513378,0.975026921,0.956563223,0.993847,-0.006264219,0.004036175,0.99251112,0.983133709,1.001978
Warm All,-0.015061334,0.004391168,0.977661287,0.96512077,0.990365,-0.002330244,0.000971257,0.979702674,0.963427165,0.996253,-0.001537293,0.00042522,0.97121388,0.955955648,0.986716,-0.010473163,0.005172293,0.987510849,0.975570327,0.999598
Warm Female,-0.008549306,0.005770408,0.987257918,0.970650359,1.00415,-0.000982316,0.001272863,0.991392874,0.969864681,1.013399,-0.001034038,0.000559062,0.980545017,0.960341632,1.001173,-0.003313248,0.006788542,0.996031996,0.980254989,1.012063
Warm Male,-0.021487511,0.005779674,0.968282625,0.951968333,0.984877,-0.003664981,0.001279969,0.968262711,0.947120701,0.989877,-0.002033969,0.00055958,0.962091796,0.942250449,0.982351,-0.017466821,0.006800257,0.979257953,0.96372009,0.995046
Cold All,-0.02351511,0.005552083,0.965342165,0.949712674,0.981229,-0.003748977,0.000786012,0.96754727,0.954518616,0.980754,0.00062886,0.000908874,1.012020007,0.978339896,1.04686,-0.005711474,0.004077161,0.993169665,0.983691201,1.002739
Cold Female,-0.023465821,0.006908195,0.965413539,0.946003675,0.985222,-0.003679293,0.000980022,0.96814077,0.951913416,0.984645,0.000385963,0.0011265,1.007360251,0.96597477,1.050519,-0.01055212,0.00510029,0.987417289,0.975643109,0.999334
Cold Male,-0.023474048,0.007029132,0.965401625,0.945655709,0.98556,-0.003808249,0.000994447,0.967042735,0.950597245,0.983773,0.000885646,0.001149946,1.01696965,0.97433829,1.061466,-0.00101675,0.005112486,0.998780644,0.986842658,1.010863
Age 0-10 All,-0.016167855,0.006110443,0.976039929,0.958662222,0.993733,-0.003464401,0.001011655,0.969973305,0.953195024,0.987047,0.000169079,0.00073753,1.003217667,0.976038627,1.031154,-0.001724451,0.005325921,0.997932798,0.985510096,1.010512
Age 0-10 Female,-0.011173497,0.008470592,0.983379426,0.95919222,1.008177,-0.00282408,0.001400958,0.975454362,0.95216625,0.999312,0.000686112,0.001020328,1.013121469,0.97534806,1.052358,0.002438163,0.007339768,1.00293008,0.985764951,1.020394
Age 0-10 Male,-0.019985996,0.007468422,0.970465919,0.949389479,0.99201,-0.003959518,0.001238316,0.965756296,0.945347936,0.986605,-0.000224196,0.000901992,0.995749336,0.962857449,1.029765,-0.004897061,0.006531222,0.994140759,0.978986029,1.00953
Age 11-60 All,-0.0237796,0.004258145,0.964959256,0.952954285,0.977115,-0.004012154,0.000751216,0.965309064,0.952882261,0.977898,-0.001578246,0.000479221,0.970458466,0.953293103,0.987933,-0.008466087,0.003928371,0.989892127,0.980788114,0.999081
Age 11-60 Female,-0.020914675,0.005542215,0.969114983,0.953452068,0.985035,-0.003724108,0.000973633,0.967759038,0.951642945,0.984148,-0.001175663,0.000626678,0.97791004,0.955352319,1.001,-0.011086457,0.005131423,0.986784355,0.97494633,0.998766
Age 11-60 Male,-0.02685385,0.005765985,0.960519711,0.944374221,0.976941,-0.00432563,0.001021849,0.962649843,0.945831924,0.979767,-0.001999515,0.000643586,0.962721812,0.939922431,0.986074,-0.005797072,0.005279657,0.993067654,0.980812235,1.005476
Age 60+All,-0.004972078,0.007589453,0.992569626,0.970667685,1.014966,0.00011216,0.001351558,1.000987495,0.977922687,1.024596,-0.001280167,0.000853321,0.975970252,0.945443786,1.007482,-0.014811338,0.007062166,0.982383413,0.966200586,0.998837
Age 60+ Female,-0.002613516,0.009822268,0.9960874,0.967734272,1.025271,0.000620926,0.001742364,1.005479104,0.975711681,1.036155,-0.001234336,0.001109173,0.976820486,0.937294274,1.018014,-0.0163034,0.009188007,0.980626055,0.959661873,1.002048
Age 60+ Male,-0.008066974,0.011461473,0.987972455,0.955235672,1.021831,-0.000563828,0.002051929,0.995050602,0.960449997,1.030898,-0.001342249,0.001281471,0.974819717,0.929391962,1.022468,-0.01279104,0.01059833,0.984767951,0.960523798,1.009624
All: LAG 1,-0.01439685,0.003442544,0.978636233,0.968781334,0.988591,-0.002639901,0.000593908,0.977036636,0.967079229,0.987097,-0.000656846,0.000397504,0.987597479,0.9730857,1.002326,-0.005622129,0.003149238,0.993276152,0.985946128,1.000661
Female,-0.014831109,0.004401046,0.977998969,0.965426083,0.990736,-0.00275254,0.000759258,0.976068655,0.963369702,0.988935,-0.000638644,0.000507535,0.987939087,0.969441798,1.006789,-0.010381052,0.004040105,0.987620008,0.978279767,0.997049
Male,-0.013952727,0.004435197,0.979288403,0.966601885,0.992141,-0.002526775,0.000765492,0.978009769,0.965181776,0.991008,-0.000672979,0.000511743,0.9872948,0.968657768,1.00629,-0.001003454,0.004034907,0.99879658,0.989362734,1.00832
Warm All,-0.010019153,0.004347232,0.985083638,0.972573535,0.997755,-0.001158649,0.000957966,0.989855693,0.973634689,1.006347,-0.001210543,0.000421594,0.977262174,0.962038818,0.992726,-0.011562376,0.005137606,0.986220961,0.974375525,0.99821
Warm Female,-0.009001473,0.005736679,0.986588536,0.970088431,1.003369,-0.000731142,0.001264911,0.993586605,0.9721441,1.015502,-0.001232488,0.00055517,0.976854785,0.95686611,0.997261,-0.015355226,0.006824097,0.981742455,0.966110997,0.997627
Warm Male,-0.011048794,0.005723915,0.983563389,0.96715017,1.000255,-0.001586178,0.001259353,0.9861386,0.96494933,1.007793,-0.001189345,0.000556663,0.977655857,0.957597548,0.998134,-0.007962949,0.006720768,0.99048997,0.974956148,1.006271
Cold All,-0.019935661,0.005530508,0.970539194,0.954886126,0.986449,-0.003439502,0.000780626,0.97018586,0.957210594,0.983337,0.001478872,0.000914778,1.028497056,0.994050007,1.064138,-0.002974238,0.004100234,0.996437276,0.98687407,1.006093
Cold Female,-0.020667144,0.006869855,0.969474879,0.950090449,0.989255,-0.003676872,0.000970697,0.968161397,0.952086816,0.984507,0.001914065,0.001138232,1.037036613,0.993997562,1.081939,-0.007725133,0.005110469,0.990772676,0.978935049,1.002753
Cold Male,-0.019182055,0.007006054,0.971636921,0.951828049,0.991858,-0.003200156,0.000989506,0.972231462,0.955779183,0.988967,0.001053556,0.001153643,1.020219259,0.977317113,1.065005,0.001699564,0.005157876,1.002041558,0.989958904,1.014272
Age 0-10 All,-0.004027202,0.006069466,0.993977406,0.976397957,1.011873,-0.001785205,0.001004436,0.984412951,0.967505358,1.001616,0.001267822,0.000737421,1.024381092,0.996632742,1.052902,0.00793081,0.005319228,1.009562402,0.997010625,1.022272
Age 0-10 Female,-0.004741713,0.008401478,0.992912665,0.968687792,1.017743,-0.00177929,0.00138631,0.984464193,0.961203795,1.008287,0.001079866,0.001023156,1.020729384,0.982568836,1.060372,0.009842321,0.007334556,1.011880808,0.99457468,1.029488
Age 0-10 Male,-0.003472359,0.007419237,0.994805002,0.973340708,1.016743,-0.001789236,0.001230956,0.984378032,0.963698487,1.005501,0.001412393,0.000900012,1.027198781,0.993341288,1.06221,0.006490283,0.006522045,1.007818748,0.992476931,1.023398
Age 11-60 All,-0.02056027,0.004224472,0.969630309,0.957662028,0.981748,-0.003338969,0.000742459,0.971044554,0.958688705,0.98356,-0.00147647,0.000477183,0.9723369,0.955210805,0.98977,-0.0127455,0.003939294,0.984821768,0.975739319,0.993989
Age 11-60 Female,-0.020369938,0.00551722,0.969907176,0.954301582,0.985768,-0.003586775,0.000966384,0.968929311,0.952912866,0.985215,-0.001159627,0.000624629,0.978208039,0.955716367,1.001229,-0.019825719,0.005178084,0.976489909,0.964669507,0.988455
Age 11-60 Male,-0.020896092,0.005711512,0.969141997,0.953004186,0.985553,-0.003085414,0.001007026,0.973213649,0.956455679,0.990265,-0.001827078,0.000642104,0.965881153,0.943058997,0.989256,-0.005530532,0.005276907,0.993385335,0.981132342,1.005791
Age 60+All,-0.014091379,0.007606917,0.979084754,0.957431209,1.001228,-0.002095281,0.001354072,0.981730476,0.959067801,1.004929,-0.001247204,0.000854007,0.97658169,0.946011932,1.008139,-0.01191853,0.007091238,0.985799555,0.96949416,1.002379
Age 60+ Female,-0.012625244,0.009850886,0.981240329,0.95322961,1.010074,-0.001689945,0.001746699,0.985238519,0.955998839,1.015373,-0.001310251,0.001110029,0.97541255,0.935913474,1.016579,-0.015676325,0.009123288,0.981364244,0.96053048,1.00265
Age 60+ Male,-0.01605281,0.01149996,0.976208376,0.943754606,1.009778,-0.002657569,0.002057983,0.97688474,0.942817357,1.012183,-0.001154114,0.001284287,0.978310508,0.932622271,1.026237,-0.00661014,0.01081637,0.992099209,0.967178441,1.017662
All: LAG 2,-0.005193583,0.003447098,0.992239892,0.982234852,1.002347,-0.00113671,0.000593414,0.990046816,0.979965166,1.000232,-2.95E-05,0.000397923,0.999439657,0.984738503,1.01436,-0.003116488,0.003135709,0.996267199,0.98894657,1.003642
Female,-0.006017282,0.004407633,0.991014688,0.978255531,1.00394,-0.001021803,0.000759731,0.99104844,0.978146615,1.00412,-0.000364485,0.000508205,0.993098709,0.974480501,1.012073,-0.002835222,0.004019152,0.996603515,0.987226965,1.006069
Male,-0.004366926,0.004433528,0.993471018,0.980605578,1.006505,-0.001249929,0.000762463,0.989060897,0.976138949,1.002154,0.000306343,0.000512169,1.005837489,0.986834773,1.025206,-0.003383253,0.00402288,0.995948327,0.98656929,1.005417
Warm All,-0.004339045,0.004322505,0.993512567,0.980966732,1.006219,-0.00028178,0.000944569,0.997523408,0.981403499,1.013908,-0.000638765,0.000422719,0.987936816,0.972506431,1.003612,-0.006649859,0.005012845,0.992051924,0.980424104,1.003818
Warm Female,-0.007014869,0.00571672,0.989532862,0.97304061,1.006305,-0.000381553,0.001252747,0.996647964,0.975344003,1.018417,-0.001065,0.000557717,0.979968354,0.959824925,1.000535,-0.008003206,0.006654489,0.990442122,0.97506104,1.006066
Warm Male,-0.001695056,0.005681948,0.997460646,0.980936539,1.014263,-0.000180108,0.001238125,0.998416305,0.977320994,1.019967,-0.000216135,0.000557,0.995901855,0.975456956,1.016775,-0.00531329,0.006566855,0.993644335,0.978415169,1.009111
Cold All,-0.005511603,0.005589657,0.991766677,0.975601577,1.0082,-0.001544965,0.000787028,0.986496312,0.973195443,0.999979,0.002420315,0.000913926,1.047059736,1.012023084,1.083309,-0.001291271,0.00412754,0.998451675,0.988805629,1.008192
Cold Female,-0.001897916,0.006915028,0.997157175,0.977089469,1.017637,-0.001133728,0.000975414,0.990072797,0.973555206,1.006871,0.002857288,0.001130412,1.055789124,1.012266554,1.101183,0.000158851,0.00512176,1.000190639,0.988214244,1.012312
Cold Male,-0.009099622,0.007068444,0.986443298,0.966155332,1.007157,-0.001955521,0.00099434,0.982938637,0.966224605,0.999942,0.001999562,0.001157519,1.038722589,0.994898726,1.084477,-0.002655369,0.005203154,0.996818629,0.984694084,1.009092
Age 0-10 All,0.00354224,0.006073412,1.005327501,0.987535858,1.02344,-0.000141989,0.00100025,0.998751277,0.981668293,1.016132,0.001173994,0.000741059,1.022556522,0.994722822,1.051169,0.003423688,0.005321383,1.004116877,0.991627777,1.016763
